"Date","X00.00","X00.05","X00.10","X00.15","X00.20","X00.25","X00.30","X00.35","X00.40","X00.45","X00.50","X00.55","X01.00","X01.05","X01.10","X01.15","X01.20","X01.25","X01.30","X01.35","X01.40","X01.45","X01.50","X01.55","X02.00","X02.05","X02.10","X02.15","X02.20","X02.25","X02.30","X02.35","X02.40","X02.45","X02.50","X02.55","X03.00","X03.05","X03.10","X03.15","X03.20","X03.25","X03.30","X03.35","X03.40","X03.45","X03.50","X03.55","X04.00","X04.05","X04.10","X04.15","X04.20","X04.25","X04.30","X04.35","X04.40","X04.45","X04.50","X04.55","X05.00","X05.05","X05.10","X05.15","X05.20","X05.25","X05.30","X05.35","X05.40","X05.45","X05.50","X05.55","X06.00","X06.05","X06.10","X06.15","X06.20","X06.25","X06.30","X06.35","X06.40","X06.45","X06.50","X06.55","X07.00","X07.05","X07.10","X07.15","X07.20","X07.25","X07.30","X07.35","X07.40","X07.45","X07.50","X07.55","X08.00","X08.05","X08.10","X08.15","X08.20","X08.25","X08.30","X08.35","X08.40","X08.45","X08.50","X08.55","X09.00","X09.05","X09.10","X09.15","X09.20","X09.25","X09.30","X09.35","X09.40","X09.45","X09.50","X09.55","X10.00","X10.05","X10.10","X10.15","X10.20","X10.25","X10.30","X10.35","X10.40","X10.45","X10.50","X10.55","X11.00","X11.05","X11.10","X11.15","X11.20","X11.25","X11.30","X11.35","X11.40","X11.45","X11.50","X11.55","X12.00","X12.05","X12.10","X12.15","X12.20","X12.25","X12.30","X12.35","X12.40","X12.45","X12.50","X12.55","X13.00","X13.05","X13.10","X13.15","X13.20","X13.25","X13.30","X13.35","X13.40","X13.45","X13.50","X13.55","X14.00","X14.05","X14.10","X14.15","X14.20","X14.25","X14.30","X14.35","X14.40","X14.45","X14.50","X14.55","X15.00","X15.05","X15.10","X15.15","X15.20","X15.25","X15.30","X15.35","X15.40","X15.45","X15.50","X15.55","X16.00","X16.05","X16.10","X16.15","X16.20","X16.25","X16.30","X16.35","X16.40","X16.45","X16.50","X16.55","X17.00","X17.05","X17.10","X17.15","X17.20","X17.25","X17.30","X17.35","X17.40","X17.45","X17.50","X17.55","X18.00","X18.05","X18.10","X18.15","X18.20","X18.25","X18.30","X18.35","X18.40","X18.45","X18.50","X18.55","X19.00","X19.05","X19.10","X19.15","X19.20","X19.25","X19.30","X19.35","X19.40","X19.45","X19.50","X19.55","X20.00","X20.05","X20.10","X20.15","X20.20","X20.25","X20.30","X20.35","X20.40","X20.45","X20.50","X20.55","X21.00","X21.05","X21.10","X21.15","X21.20","X21.25","X21.30","X21.35","X21.40","X21.45","X21.50","X21.55","X22.00","X22.05","X22.10","X22.15","X22.20","X22.25","X22.30","X22.35","X22.40","X22.45","X22.50","X22.55","X23.00","X23.05","X23.10","X23.15","X23.20","X23.25","X23.30","X23.35","X23.40","X23.45","X23.50","X23.55"
"01.16.2020",7374,7352,7368,7325,7311,7237,7208,7204,7189,7161,7127,7117,7133,7121,7102,7109,7059,7031,7038,7009,6975,6967,6948,6922,6909,6882,6869,6865,6888,6888,6873,6842,6835,6819,6840,6824,6833,6858,6913,6899,6911,6916,6908,6883,6874,6895,6886,6872,6858,6844,6874,6892,6920,6926,6961,7002,7042,7091,7136,7136,7153,7207,7212,7252,7362,7435,7457,7468,7562,7588,7639,7700,7774,7840,7911,8002,8134,8214,8341,8407,8495,8605,8682,8656,8649,8694,8744,8742,8726,8711,8668,8667,8676,8524,8374,8301,8030,7921,7970,8018,7888,7727,7507,7166,6958,6700,6488,6364,6241,6218,6236,6256,6245,6164,6118,6075,6088,6049,5948,5807,5816,5889,5977,5996,6037,6017,6095,6066,6038,6039,5986,6078,6069,6010,5863,5873,5881,5912,5856,5890,5879,5895,5879,5791,5757,5853,6018,5850,5760,5797,5779,5735,5739,5688,5639,5673,5730,5690,5601,5516,5530,5359,5382,5391,5659,5755,5773,5811,5852,5818,5827,5836,5739,5840,5865,5829,5880,5930,5935,5918,5994,6069,6120,6258,6428,6666,6653,6692,6783,6965,7119,7327,7483,7601,7601,7614,7767,7883,8051,8117,8162,8254,8350,8420,8506,8559,8598,8623,8647,8692,8716,8780,8790,8768,8735,8771,8811,8847,8869,8864,8901,8850,8826,8837,8794,8739,8771,8740,8695,8658,8650,8702,8697,8687,8726,8737,8742,8721,8701,8727,8703,8671,8720,8751,8739,8678,8589,8569,8519,8415,8374,8348,8310,8208,8234,8238,8159,8124,8134,8095,8077,8032,7971,7913,7831,7756,7712,7694,7674,7635,7561,7492,7402,7321,7237,7175,7118,7073,7123,7154,7084,6970,6838,6759,6694,6659,6605,6650
